City,City_En,Abb,Longtitude,Latitude,GRDP,RP,LFTR,PCDI,MHI,EF,FCR
北京市,Beijing,BJ,116.41667,39.91667,5267.2,1456,588.96,,5073,39.29,
天津市,Tianjin,TJ,117.2,39.13333,2257.8,1011,177.56,,7132,11.19,
河北省,Hebei,HE,115.48333,38.03333,6333.6,6769,255.46,,9018,23.2,
山西省,Shanxi,SX,112.53333,37.86667,2854.3,3314,147.6,,12960,13.05,
内蒙古自治区,Inner Mongoria,IM,111.670801,41.818311,2388.4,2386,106.54,,4036,9.36,
辽宁省,Liaoning,LN,123.38333,41.8,5906.3,4210,361.4,,12533,22.56,
吉林省,Jilin,JL,125.35,43.88333,2141.0,2704,125.77,,7695,13.3,
黑龙江省,Heilongjiang,HL,127.63333,47.75,3609.7,3815,201.46,,8469,18.82,
上海市,Shanghai,SH,121.55333,31.2,6804.0,1766,863.68,,7500,30.7,
江苏省,Jiangsu,JS,119.78333,32.05,12442.9,7458,690.53,,8870,46.54,
浙江省,Zhejiang,ZJ,120.2,30.26667,9753.4,4857,673.47,,6261,41.16,
安徽省,Anhui,AH,117.283042,31.86119,4307.8,6163,176.77,,15688,18.35,
福建省,Fujian,FJ,118.3,26.08333,4999.6,3502,251.77,,8525,19.66,
江西省,Jiangxi,JX,115.9,28.68333,2812.7,4254,123.05,,3348,13.5,
山东省,Shandong,SD,117.000923,36.675807,10903.2,9125,558.28,,4855,37.41,
河南省,Henan,HA,113.65,34.76667,6942.4,9667,264.4,,13621,25.45,
湖北省,Hubei,HB,114.298572,30.584355,4757.5,5685,205.38,,9498,25.28,
湖南省,Hunan,HN,113.0,28.21667,4660.0,6663,186.61,,14539,23.55,
广东省,Guangdong,GD,113.23333,23.16667,15979.8,8963,1109.5,,13213,62.23,
广西壮族自治区,Guangxi,GX,108.320004,22.82402,2798.2,4857,146.46,,6610,14.38,
海南省,Hainan,HI,110.35,20.01667,714.0,811,40.54,,19470,3.29,
重庆市,Chongqing,CQ,106.45,29.56667,2615.6,2803,119.37,,3730,12.08,
四川省,Sichuan,SC,104.06667,30.66667,5346.2,8176,254.19,,16756,26.62,
贵州省,Guizhou,GZ,106.71667,26.56667,1429.0,3870,93.44,,13178,9.54,
云南省,Yunnan,YN,102.73333,25.05,2633.4,4376,184.43,,3006,14.48,
西藏自治区,Tibet,XZ,91.0,30.6,186.0,272,6.54,,5166,1.87,
陕西省,Shaanxi,SN,108.95,34.26667,2587.7,3672,143.13,,14369,18.59,
甘肃省,Gansu,GS,103.73333,36.03333,1399.9,2537,72.24,,8037,9.14,
青海省,Qinghai,QH,96.75,36.56667,385.0,534,19.63,,9559,2.0,
宁夏回族自治区,Ningxia,NX,106.26667,37.46667,442.6,580,24.41,,8990,2.45,
新疆维吾尔自治区,Xinjiang,XJ,87.68333,43.76667,1889.2,1934,105.24,,9618,11.79,
